	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
TAG56:3FA16:0	0.1484	0.4567	0.1885	0.1146	0.0965	0.0973	0.0608	0.0474	0.1031	0.1629	0.0914	0.0713	0.104	0.094	0.2532	0.1405	0.0967	0.0984	0.2747	0.0534	0.0882	0.1789	0.2293	0.2688	0.1832	0.1611	0.2091	0.1382	0.3851	0.1577	0.1749	0.1697	0.0948	0.1891	0.2081	0.0379	0.0542	0.0389	0.0533	0.0667	0.2762	0.2866	0.059	0.0335	0.1445	0.1139	0.1099	0.0738	0.0559	0.1187	0.1259	0.0835	0.0393	0.2734	0.1751	0.3962	0.2226	0.0735	0.1123
MAG(18:1)	0.1765	0.2614	0.2213	0.1067	0.0688	0.1122	0.1354	0.1056	0.28800000000000003	0.0972	0.2216	0.3083	0.1491	0.1176	0.2412	0.2481	0.1737	0.1346	0.2317	0.1059	0.1591	0.1551	0.1233	0.2489	0.4058	0.2174	0.29600000000000004	0.2566	0.3711	0.221	0.2829	0.092	0.1097	0.2559	0.2184	0.0909	0.0638	0.068	0.1002	0.0923	0.3054	0.14	0.1517	0.0688	0.2146	0.0888	0.1704	0.0766	0.1017	0.1185	0.1532	0.0594	0.065	0.1598	0.4219	0.247	0.1985	0.1255	0.1512
PC(18:1/18:2)	35.4531	77.813	38.0545	80.1477	70.3944	68.7205	59.313	54.4282	55.1899	64.8252	44.5297	47.3272	60.2259	64.9599	64.3576	62.7488	62.5287	50.8461	66.3464	135.1266	111.4497	69.0173	66.2349	102.1023	105.8112	47.8026	82.9279	49.3953	69.3281	50.4259	55.5143	85.2756	67.7681	58.2453	48.5161	61.4741	67.6237	74.6995	59.2389	68.2609	93.4213	57.4305	57.2219	90.89	42.2269	43.213	37.53	34.4637	48.7527	57.5365	46.4441	85.4019	66.601	69.2133	48.8529	50.9113	52.3452	33.462	53.7967
TAG56:6FA22:5	4.1212	7.4348	9.087	1.7368	1.9933	2.8205	3.6321	1.3563	3.7552	2.0867	2.4766	2.4064	3.6214	3.4804	11.6388	10.75	3.1421	2.5676	8.5138	0.9439	1.6085	6.084	5.7125	2.9139	3.4216	5.9785	6.9539	3.8618	7.0082	5.3727	5.7962	2.4058	1.9766	7.0773	5.8085	1.0019	1.0527	1.4896	1.8828	1.579	5.7079	7.7951	4.1794	1.3361	5.0441	5.2675	5.1041	2.6534	1.6852	3.2657	3.1861	1.609	1.4955	9.4211	7.8413	4.2276	4.0602	2.5761	1.9678
TAG57:3FA18:2	0.3716	0.3844	1.4756	0.2398	0.1495	0.2532	0.3494	0.4977	0.3246	0.0947	0.1272	0.225	0.18	0.3339	0.3164	0.5671	0.1252	0.1043	0.6847	0.077	0.0691	0.3271	0.2728	0.1158	0.1475	0.2412	0.2235	0.1766	0.3617	0.0849	0.1476	0.1634	0.121	0.6841	0.7631	0.1581	0.1363	0.2288	0.2397	0.1055	0.6182	0.1939	0.2055	0.211	0.2854	0.1519	0.1774	0.3501	0.4292	0.1357	0.1208	0.1826	0.2641	0.3586	0.6414	0.9574	0.1577	0.1142	0.1242
LCER(18:1)	0.2526	0.2597	0.287	0.2234	0.1896	0.251	0.256	0.2156	0.2135	0.3386	0.2343	0.2801	0.2567	0.2441	0.2672	0.2356	0.2856	0.2745	0.2081	0.258	0.2574	0.2535	0.2916	0.3406	0.3532	0.2321	0.2349	0.2852	0.3779	0.24	0.249	0.3106	0.2683	0.2827	0.304	0.2533	0.2488	0.3174	0.324	0.2908	0.3047	0.2183	0.3062	0.2904	0.29600000000000004	0.2823	0.211	0.2324	0.2412	0.2535	0.2751	0.2539	0.2275	0.1926	0.2897	0.2449	0.3007	0.3177	0.2397
TAG52:8FA16:1	0.1005	0.4747	0.1238	0.0637	0.08900000000000001	0.0827	0.0378	0.0131	0.0411	0.1229	0.048	0.0329	0.0766	0.0309	0.1438	0.0914	0.0852	0.1003	0.1225	0.0256	0.0459	0.1417	0.1078	0.237	0.08800000000000001	0.1602	0.1723	0.1254	0.2608	0.1741	0.1543	0.2005	0.0997	0.1474	0.0347	0.0403	0.0666	0.0601	0.057	0.0534	0.4065	0.2855	0.047	0.0184	0.1033	0.0653	0.08199999999999999	0.0507	0.0389	0.0671	0.0813	0.0298	0.0252	0.2668	0.1827	0.4529	0.2826	0.0583	0.0666
TAG58:8FA22:6	2.4531	2.2576	10.7641	0.7888	0.8164	1.6992	2.425	2.3621	3.2124	0.5642	0.7575	2.1083	0.9259	1.5473	4.8376	7.4434	0.4873	0.4394	9.2193	0.2892	0.3108	1.6764	1.1756	0.4803	0.6609999999999999	1.9107	1.5891	1.2978	3.1063	1.0225	1.1403	0.631	0.5379999999999999	7.6517	13.6329	0.3004	0.2481	1.6978	1.7599	0.3573	2.9984	1.7982	1.1981	0.9704	1.6175	1.1694	1.3508	2.2912	1.7829	0.6928	0.8304	0.5452	0.5286	2.0262	6.0104	4.9128	1.1435	1.1879	0.7228
TAG50:3FA16:0	25.2588	42.5342	25.2113	27.9993	28.4711	15.9474	13.3162	4.1184	11.7267	23.4369	13.1233	7.1258	20.0599	15.8218	34.45	20.9131	12.4767	13.5258	17.1172	7.2857	20.023	40.4743	36.9148	49.0283	34.1804	38.6065	51.2899	44.05	70.2671	23.8531	26.5481	23.1807	16.2375	21.4523	10.9462	11.0266	17.1198	5.68	6.2588	10.6022	61.5251	43.181	11.5983	4.0253	17.4921	15.3859	16.9142	11.8669	6.2055	22.2597	20.0174	7.8323	5.831	76.211	34.8445	57.0118	28.4854	8.986	11.1932
FFA(24:1)	6.4694	5.181	3.6952	7.1051	7.124	6.5765	5.6145	7.082999999999998	5.5389	4.4949	6.0947	6.9927	5.356	6.5085	5.2882	6.0263	6.9888	5.8043	7.4279	7.6431	5.8937	4.2521	5.8003	6.3467	8.2748	5.6214	5.3345	8.0987	6.7602	4.4721	5.6939	5.6383	5.5869	5.7127	6.235	7.0591	5.9255	5.2126	4.9182	6.6475	3.8346	7.255	4.878	4.9063	6.3448	7.4487	7.2707	6.7033	4.828	5.9259	6.4033	7.7107	7.3002	6.468	3.6948	5.7936	6.4549	6.1152	7.1616
TAG55:7FA15:0	0.0573	0.1173	0.1535	0.0267	0.0287	0.0367	0.042	0.0343	0.0757	0.02	0.036000000000000004	0.0375	0.0362	0.0305	0.0851	0.1074	0.0292	0.054000000000000006	0.17800000000000002	0.0199	0.0206	0.069	0.0386	0.0337	0.0442	0.0561	0.0596	0.0552	0.0643	0.0528	0.05	0.0253	0.0262	0.1628	0.087	0.0226	0.0164	0.0302	0.045	0.0344	0.1444	0.0663	0.0454	0.0249	0.0657	0.0431	0.0431	0.0404	0.0452	0.0259	0.0354	0.0211	0.0207	0.071	0.1401	0.0837	0.0524	0.0381	0.0214
DAG(16:1/18:3)	0.07400000000000001	0.092	0.0857	0.0545	0.0806	0.0487	0.0319	0.0154	0.0388	0.0476	0.0339	0.0295	0.0803	0.0424	0.0956	0.0593	0.0509	0.037000000000000005	0.0648	0.0242	0.0507	0.0618	0.0657	0.1091	0.0613	0.062	0.1087	0.1316	0.1319	0.1095	0.07400000000000001	0.0478	0.055	0.0505	0.0274	0.0332	0.0426	0.0347	0.0249	0.0555	0.2282	0.1076	0.026	0.0216	0.0648	0.0423	0.048	0.0272	0.037000000000000005	0.0424	0.0445	0.0228	0.0232	0.1008	0.1101	0.1808	0.0834	0.0279	0.029
CER(20:0)	0.0895	0.1429	0.0921	0.097	0.1089	0.0738	0.1059	0.0608	0.0642	0.1072	0.0656	0.0643	0.1247	0.1535	0.1037	0.0897	0.0882	0.1282	0.1331	0.106	0.0996	0.1313	0.1057	0.134	0.1455	0.0898	0.1309	0.0914	0.0961	0.1048	0.1122	0.1108	0.1219	0.0969	0.0856	0.0585	0.0692	0.0856	0.1053	0.0877	0.1416	0.1534	0.1343	0.0963	0.1213	0.1325	0.1108	0.0881	0.0863	0.1517	0.1736	0.0596	0.0707	0.1511	0.1405	0.1273	0.1138	0.1108	0.1076
PC(18:2/20:5)	1.3112	1.8242	2.1884	0.8289	1.0119	2.5238	1.7987	1.1749	1.8133	0.7904	0.8677	1.2073	1.1792	1.2021	1.2875	2.3466	1.1823	1.0697	1.1429	1.1632	1.0091	1.19	1.4227	1.46	1.139	1.2252	1.1771	1.1589	1.0614	1.2454	0.9799	1.0408	0.8741	2.569	2.1522	0.9472	1.1272	1.6426	1.2651	0.38355	1.9362	1.3504	0.8437	1.6308	1.2132	1.0438	1.2407	0.8348	1.1216	0.9288	1.079	1.3607	1.1045	1.1354	1.0651	2.157	1.7103	1.1526	0.38355
TAG52:5FA18:3	18.8362	26.2508	22.8871	20.8605	14.5248	9.06	8.8605	7.49	11.9716	7.3425	7.8966	6.6784	14.5194	14.1747	17.8782	17.9756	6.6356	7.0954	12.5856	3.1377	8.9446	28.2038	22.9878	18.0098	17.6491	13.3899	21.1014	16.6661	23.5913	8.7452	10.735	9.3167	7.0747	16.8235	8.5393	8.3923	9.0226	3.0601	3.3395	5.4609	36.1074	17.680999999999994	3.7372	3.7132	8.7592	9.3684	8.9581	8.7897	7.9714	12.4588	10.6378	11.4324	9.077	26.028	16.81	25.7291	7.5499	2.6525	7.445
TAG51:0FA18:0	0.5435	3.0024	0.3593	0.2134	0.1648	0.2121	0.0846	0.049	0.2105	0.4388	0.0661	0.0638	0.0947	0.0702	0.3755	0.198	0.3678	0.3048	0.41	0.046	0.0577	0.3892	0.3729	0.455	0.1317	0.2484	0.359	0.407	0.8439	0.2722	0.2653	0.9087	0.2816	0.9777	0.093	0.1254	0.1327	0.1416	0.1626	0.1223	1.7949	0.6044	0.1672	0.0445	0.3568	0.1622	0.2727	0.2157	0.1924	0.1601	0.2341	0.1773	0.0412	0.8875	0.4418	1.4651	0.6602	0.1569	0.2209
TAG55:3FA18:2	0.4752	0.8422	0.7044	0.5952	0.1673	0.2588	0.1631	0.2003	0.2466	0.1946	0.1598	0.132	0.3383	0.2263	0.3612	0.3481	0.1977	0.1714	0.5336	0.1142	0.1281	0.5926	0.6942	0.2741	0.2742	0.1704	0.3009	0.1901	1.6916	0.1535	0.1678	0.3713	0.2193	1.0946	0.5202	0.1726	0.2027	0.1243	0.1288	0.1295	0.7979	0.3141	0.1323	0.1398	0.6144	0.1793	0.2812	0.2546	0.174	0.1588	0.1565	0.4388	0.1454	0.941	0.4784	1.2955	0.2079	0.096	0.1965
TAG42:2FA18:2	0.6372	0.7216	0.2825	1.3291	1.7026	0.173	0.0358	0.0462	1.2428	0.0624	0.0565	0.0445	0.0636	0.0451	0.0551	0.0487	0.1447	0.1677	1.5531	0.0364	0.0493	2.5242	0.3933	0.4319	0.0405	0.0489	0.0949	2.1951	9.4272	0.045	0.05	0.9557	0.5227	4.1179	1.0248	0.1764	0.1712	0.0645	0.053	0.066	0.8064	0.0971	0.1805	0.0435	0.3539	0.1252	0.5384	0.1554	0.1377	0.0457	0.0606	0.3533	0.0361	1.0455	0.2486	0.5676	0.1585	0.0381	0.0861
PC(14:0/18:2)	3.158	6.2031	3.7846	9.2401	7.6716	8.0342	5.4198	2.8519	4.346	5.7079	2.9722	2.2021	4.2318	3.6266	4.316	2.786	4.0509	5.7924	9.7421	6.4855	8.9467	6.3137	5.69	13.8476	6.8365	6.2229	6.7771	4.8812	6.1286	4.1952	5.0139	8.25	8.6152	3.7028	1.951	4.9828	4.3432	8.0579	7.0698	6.0331	9.0845	4.5564	3.8397	4.2926	4.6486	2.229	1.9254	1.9973	3.1868	4.194	5.3859	4.6469	4.4825	7.6346	5.1655	6.3716	8.4577	3.2238	3.1779
TAG50:3FA14:0	17.1581	38.8328	19.1991	24.9436	21.5683	8.5441	7.1572	4.5812	17.9146	11.1117	9.258	6.858	14.9302	9.0445	25.7509	17.2044	10.5419	11.3854	45.7714	5.8599	12.8026	27.4393	17.3677	32.9206	22.2453	11.615	32.771	24.7888	46.0439	13.3625	13.2347	21.2594	13.4735	32.651	11.3993	6.854	7.7779	2.6853	3.0367	3.8902	32.8884	30.8925	5.0978	4.0962	13.1228	9.5262	11.5925	7.1966	8.3853	11.8154	11.8875	7.818	3.3565	30.4617	18.7596	16.8866	14.2729	2.8862	9.5438
TAG54:5FA20:2	0.3268	0.7954	0.5848	0.5366	0.4804	0.1901	0.2368	0.183	0.2599	0.2641	0.3087	0.1796	0.421	0.4632	0.5118	0.4943	0.196	0.199	0.5067	0.1679	0.3621	0.4562	0.3785	0.5701	0.8612	0.4251	0.622	0.4553	0.8058	0.3195	0.3246	0.2723	0.1987	0.3169	0.1942	0.174	0.1936	0.0839	0.0955	0.146	0.5966	0.7749	0.1096	0.1416	0.3205	0.3235	0.3614	0.2327	0.235	0.3421	0.3699	0.2104	0.1634	0.5715	0.4663	0.4436	0.2788	0.1311	0.2601
FFA(20:3)	2.2905	1.7966	2.1337	1.506	1.909	2.0788	2.775	2.3793	2.6733	1.8031	2.3346	2.1761	2.4301	2.6652	1.9654	1.6824	2.6841	2.2651	1.6753	2.6918	2.2009	1.6136	2.1995	1.8989	1.8563	3.0573	2.2802	3.1817	1.6716	2.2482	2.4969	2.2553	2.5909	1.8258	1.7358	2.1344	1.9766	1.8805	1.7372	2.8302	2.1368	1.8075	2.5636	1.7216	1.8206	1.5095	1.7015	2.154	2.0492	2.8071	2.5329	1.5869	2.5072	2.5704	2.312	1.9383	2.6747	3.1479	2.0795
TAG56:6FA16:0	3.2786	6.4461	6.4329	1.6424	1.7577	2.4693	2.7546	1.0804	2.7469	1.6845	1.9197	1.7294	3.0574	2.9684	8.5275	8.4272	2.4269	2.188	5.9322	0.7294	1.3949	4.4795	5.2788	2.4574	2.6038	4.5911	5.6925	3.4885	6.4715	3.9008	4.2388	1.926	1.5001	5.1208	3.8256	0.8772	0.9252	1.1954	1.4007	1.2649	5.4811	6.3462	3.063	1.1968	3.7798	3.8795	4.1375	1.9391	1.4064	2.6514	2.4731	1.1729	0.985	6.0379999999999985	6.0082	4.1111	3.1781	1.6543	1.5058
PI(16:0/18:1)	0.7807	1.1023	0.5952	0.7946	0.873	1.6101	1.0194	0.9751	1.2554	2.5109	0.5036	0.6797	0.7124	1.0024	0.8476	0.7478	1.405	1.4148	0.8966	1.4014	1.6951	1.4938	2.1844	2.1937	1.7184	1.8137	2.0725	1.6369999999999998	2.3052	1.2379	1.2313	1.5039	1.2019	1.2525	0.9793	1.8454	1.9285	1.4852	0.938	1.2054	1.7956	1.0419	1.9816	1.4989	0.5820000000000001	0.5984	0.5578	0.7122	0.5253	0.9538	1.5734	2.2267	1.5948	2.0583	1.3517	3.4139	1.7619999999999998	1.479	1.1633
TAG52:3FA18:3	3.4895	5.4338	3.4009	3.6534	2.0302	1.9482	1.2507	1.0163	1.9959	1.8257	0.9814	1.0	1.942	1.7193	4.1358	3.3736	1.5217	1.5282	2.3836	0.4199	1.245	4.3566	4.2142	3.2655	2.3937	2.3409	3.5081	2.8987	6.2087	1.9375	2.1583	2.2073	1.4623	4.1566	2.0241	1.1897	1.4156	0.6887	0.7532	1.0176	6.6413	3.8127	0.7916	0.5353	1.8418	1.5868	1.7885	1.6713	1.0766	1.9848	2.1536	1.8665	0.9815	5.0531	3.0706	6.9331	2.1901	0.6726	1.6825
TAG58:10FA18:2	0.4173	0.4739	1.8323	0.2511	0.1796	0.3338	0.4577	0.6086	0.402	0.1102	0.1641	0.2663	0.2073	0.4737	0.3549	0.6787	0.1292	0.1426	0.8140000000000001	0.0909	0.0976	0.3847	0.2862	0.1348	0.1725	0.2699	0.2583	0.2307	0.4319	0.1049	0.1539	0.1803	0.1518	0.8867	0.9052	0.1812	0.1587	0.3026	0.2896	0.1213	0.6911	0.2393	0.2314	0.2618	0.3072	0.2063	0.2372	0.4334	0.5066	0.1313	0.16399999999999998	0.2211	0.2844	0.4551	0.7919	1.2189	0.1543	0.1456	0.1283
LPC(16:0)	59.6809	89.4255	68.2228	76.8461	75.9949	56.1337	50.5793	53.865	61.532	84.5858	60.0236	72.4946	50.1847	74.2326	102.6545	89.7612	64.3631	59.8157	82.321	61.466	67.4956	93.039	91.6837	70.1089	84.6074	95.8572	98.8603	71.9439	80.0085	72.0528	71.9664	89.9089	59.6152	61.5932	72.5371	60.6838	61.1615	86.6075	71.6003	65.0774	108.8954	82.2309	80.6179	58.1015	51.3849	58.4597	68.4275	44.2813	55.1032	63.8996	82.7373	75.4535	81.0864	101.4163	83.5274	115.3715	110.0966	64.5735	98.3563
TAG44:2FA16:1	0.2321	0.6848	0.0856	0.2441	0.4428	0.1454	0.0147	0.0055000000000000005	0.0055000000000000005	0.1037	0.0414	0.0319	0.0432	0.0238	0.099	0.0362	0.1359	0.1508	0.4663	0.0233	0.0805	0.7265	0.1394	0.6378	0.1168	0.1552	0.1344	0.5134	0.9058	0.1091	0.1097	0.4483	0.3068	0.4187	0.0483	0.0393	0.0824	0.0463	0.0339	0.0452	0.933	0.2375	0.0445	0.011	0.1237	0.0451	0.1631	0.0856	0.07	0.0522	0.0633	0.0055000000000000005	0.0055000000000000005	0.7021	0.1837	0.3609	0.3954	0.0401	0.0598
TAG56:10FA18:2	0.3944	0.5998	0.6085	0.4513	0.113	0.1894	0.1519	0.1606	0.1725	0.1815	0.121	0.1101	0.2604	0.1754	0.2613	0.2868	0.1665	0.1161	0.433	0.0952	0.0858	0.4839	0.5589999999999999	0.2313	0.2385	0.1324	0.2157	0.1715	1.4132	0.0959	0.0841	0.2707	0.1844	0.8454	0.4208	0.1516	0.1397	0.1092	0.0906	0.0935	0.6337	0.2463	0.093	0.1073	0.4921	0.1468	0.2287	0.1825	0.1385	0.1116	0.0953	0.3182	0.1321	0.6652	0.3485	1.1049	0.1728	0.0781	0.1226
TAG56:5FA18:0	1.843	3.2886	3.1611	1.1955	0.9633	0.8848	1.3719	0.99	1.781	1.0188	1.1043	1.0472	1.6924	1.9735	3.6648	3.131	1.6321	1.2444	2.9484	0.6311	0.8181	2.6246	2.1429	1.3335	1.705	1.7657	2.8784	1.6122	2.5369	1.9108	2.2474	1.0622	0.812	2.4091	1.935	0.4486	0.4429	0.8432	1.0338	0.8637	2.9184	3.6749	1.6702	0.962	2.1616	2.406	2.2414	1.5972	1.2327	1.4679	1.3351	1.2358	0.8064	3.1016	3.0159	1.7584	1.0103	0.888	1.1079
DAG(14:0/20:0)	0.0539	0.1643	0.0542	0.0715	0.0786	0.1089	0.131	0.0617	0.0765	0.0719	0.0381	0.0427	0.019	0.019	0.019	0.019	0.0768	0.0591	0.1618	0.0629	0.0579	0.0953	0.0999	0.0886	0.0539	0.1429	0.1196	0.0678	0.0815	0.0896	0.0829	0.136	0.1248	0.019	0.019	0.0713	0.0727	0.0887	0.0807	0.038	0.1725	0.0814	0.019	0.019	0.0779	0.019	0.019	0.0502	0.0514	0.0908	0.0658	0.0617	0.0449	0.1804	0.0787	0.0928	0.0789	0.067	0.0682
TAG52:1FA20:1	0.5847	1.5319	0.6697	0.4206	0.3926	0.3805	0.2433	0.1385	0.3073	0.7643	0.2545	0.1821	0.3593	0.2022	0.9303	0.4391	0.336	0.3892	0.737	0.1389	0.2964	0.7486	0.9238	1.1386	0.4982	0.5815	0.7122	0.961	2.0065	0.5067	0.55	0.6815	0.3393	0.8548	0.446	0.1481	0.1872	0.1934	0.1833	0.2256	1.1621	0.9519	0.2442	0.1217	0.4864	0.393	0.4915	0.3402	0.1745	0.4054	0.4853	0.2114	0.0852	1.3308	0.7451	1.4958	1.1114	0.327	0.5518
CE(14:0)	13.9625	22.1034	11.130999999999998	26.8872	28.5499	23.5674	20.4709	13.4522	24.2397	27.5525	10.6472	21.1567	12.6878	13.9137	23.3675	18.3878	18.7279	25.749	37.6036	15.9291	16.2374	26.048	32.6716	40.6986	27.4979	30.7989	26.9884	21.1305	23.406	29.1124	26.0479	41.0955	48.4501	18.0014	8.9217	15.0425	18.8667	31.9753	22.001	17.9912	39.2587	24.7874	40.2036	17.9503	34.8018	11.2053	13.7651	12.1059	10.6	21.2162	28.1328	21.0753	15.0931	25.8918	19.0203	27.964	47.0041	33.3876	11.7769
DAG(18:1/22:4)	0.0521	0.1023	0.0478	0.0248	0.0173	0.0353	0.0361	0.0233	0.0469	0.03	0.0287	0.0202	0.046	0.0319	0.0922	0.0422	0.0519	0.0413	0.0693	0.0269	0.0262	0.0629	0.0576	0.0516	0.0423	0.0643	0.0864	0.0491	0.0786	0.0967	0.1126	0.0554	0.0603	0.0388	0.0279	0.0243	0.0347	0.0349	0.035	0.0291	0.0693	0.0863	0.044	0.0286	0.0655	0.0585	0.0644	0.0273	0.025	0.042	0.0362	0.0322	0.0203	0.0587	0.0535	0.0434	0.0471	0.0374	0.0327
PC(18:0/20:3)	13.3301	20.3887	12.4892	26.1714	33.2683	15.5324	20.9217	7.334	10.4401	32.3415	11.546	14.0882	13.6515	24.3453	32.1045	22.9455	24.0114	23.7477	11.6181	19.5088	15.5276	20.9408	21.7093	28.6603	27.7019	18.752	31.1815	18.7085	27.7158	18.4794	19.1659	24.7364	19.3569	6.7016	4.9637	23.6699	26.8694	16.1291	11.3252	22.4631	29.5482	32.2788	15.9137	21.1244	25.3963	15.1016	18.0914	14.8888	12.8847	35.84900000000001	31.9506	19.1603	15.2227	24.0957	21.7813	27.8436	23.3401	19.3294	13.3738
TAG54:2FA18:0	20.4718	56.2933	33.6201	30.9481	12.1851	11.0469	8.3501	8.6178	17.0461	26.6057	7.2868	8.419	11.1965	11.8908	58.5572	44.7516	17.8611	13.7775	27.5584	9.5925	8.5395	27.4879	24.3568	15.4411	14.2383	13.6206	33.7195	17.8443	112.1001	15.503	15.8732	17.6821	8.7406	28.5259	35.5356	4.9491	7.6979	4.7357	4.9558	10.1308	39.4902	37.448	8.2934	7.1325	22.8078	13.2815	19.8596	12.1622	6.3581	12.7456	14.022	13.798	5.4307	41.7511	24.2945	31.983	14.2986	6.441	20.7073
TAG56:7FA22:5	3.0127	6.4498	8.5457	1.783	1.8318	2.0783	3.2960000000000003	1.4422	2.9561	1.3831	2.0265	1.9377	3.0418	3.5455	6.0578	6.7308	1.767	1.8389	6.0335	0.7436	1.2785	5.5233	4.4014	1.9827	2.8992	4.1521	4.6932	3.1016	5.2474	2.6219	2.8689	2.0341	1.605	4.9599	3.8866	0.9464	0.9733	1.1322	1.4614	0.961	4.6356	4.7954	2.8517	1.2049	4.2902	3.2809	3.2589	2.2673	1.9367	2.6338	2.3972	1.3863	1.6672	8.105	6.4596	3.2574	2.4202	1.5292	1.2107
PE(18:0/20:3)	0.9944	2.0283	1.2381	1.8126	2.1919	0.945	1.1638	0.4843	0.6717	2.1626	0.8449	0.7878	1.0295	1.3799	2.4181	1.3492	1.3216	1.7855	1.4549	1.1709	1.1384	1.2604	1.5054	2.6589	3.0149	1.1925	2.4752	1.4235	2.489	1.5466	1.1635	1.5718	1.644	0.5356	0.3741	1.2286	1.3748	0.6369	0.5555	1.1576	2.5591	3.3539	0.9187	1.4380000000000002	1.5419	1.1169	1.5132	0.8192	0.787	1.5813	1.3791	1.34	0.954	2.3275	1.3193	2.0159	1.7092	1.1703	1.0009
TAG51:1FA15:0	0.5541	2.3363	0.431	0.2797	0.2376	0.233	0.1238	0.1247	0.4241	0.494	0.2479	0.1952	0.282	0.1429	0.644	0.4841	0.5702	0.4371	0.8462	0.1279	0.2468	0.6073	0.4547	0.6484	0.3856	0.3981	0.773	0.475	0.994	0.6544	0.7219	0.8038	0.416	1.2435	0.3256	0.175	0.2093	0.1471	0.1648	0.1535	1.6076	0.935	0.2503	0.116	0.5416	0.3412	0.4839	0.2497	0.1938	0.2939	0.3196	0.2578	0.0963	1.0517	0.6099	0.9763	0.7304	0.2257	0.3641
TAG58:7FA18:1	0.898	1.8125	3.165	0.4286	0.4457	0.9769	0.8766	0.6048	0.9002	0.5074	0.5829	0.7466	0.8496	1.0974	2.5319	2.9212	0.6709	0.6277	2.5526	0.3722	0.4352	1.0491	1.4466	0.4345	0.8262	1.015	1.1813	0.6633	1.9846	0.8742	0.9801	0.5619	0.4471	2.0697	2.8884	0.276	0.2736	0.5002	0.5597	0.3974	2.3138	1.4533	0.762	0.6657	1.1377	1.1349	1.3476	0.8232	0.61	0.6224	0.5758	0.5932	0.477	1.7798	1.8098	1.4694	0.7319	0.5686	0.5842
PI(18:0/20:3)	1.1992	2.5532	1.3728	3.8001	4.258	2.045	2.3658	1.2291	1.8833	4.0821	1.7232	1.5112	1.8404	2.1008	4.4332	2.5122	2.7257	2.4632	1.4704	2.9035	3.3729	2.511	2.8206	4.0739	4.2318	2.073	3.8622	2.3474	2.6357	2.5042	1.706	2.3996	2.1512	1.1622	0.7669	2.7391	2.3103	1.4626	1.3266	3.4945	3.9692	2.7245	2.3629	3.6275	1.431	1.5202	2.2698	1.8147	1.2648	3.1077	2.6673	2.78	1.9855	2.3419	2.6944	2.7636	2.5887	2.2478	1.8645
TAG51:4FA18:1	1.1488	1.823	1.3514	1.1303	1.1523	0.9473	0.8909	1.0125	1.1364	0.98	1.0905	0.9111	1.2387	1.0692	1.1589	1.1456	1.0065	1.0685	1.6842	0.9183	0.9965	1.4371	1.2068	1.2934	1.3167	1.1006	1.476	1.1241	1.4098	1.1299	1.1664	1.0958	1.0663	1.6776	1.1047	1.0319	1.0018	0.8481	0.9056	0.835	2.0706	1.4848	0.9146	0.956	1.1768	0.9785	1.0094	1.0121	0.979	0.9873	0.9982	1.034	0.8938	1.4874	1.2894	1.3907	1.0899	0.8387	1.0789
TAG52:6FA18:3	2.6099	4.4054	4.8623	3.8079	3.3693	1.5014	1.4302	1.3672	1.714	1.0129	1.4397	1.3232	2.9731	2.8676	2.8304	3.2597	1.0461	0.9178	1.9206	0.5612	1.9421	4.7061	2.9431	3.1531	3.8813	2.3038	3.5592	2.3889	3.2847	1.331	1.5259	1.4691	1.2842	3.3041	1.2887	1.489	1.6286	0.4895	0.5597	0.986	6.5265	3.3355	0.4713	0.5625	1.5324	1.4121	1.3935	1.5305	1.6245	2.0584	1.7122	1.9384	1.4749	3.7138	2.7628	3.6208	1.1077	0.3691	1.1376
TAG44:2FA14:0	0.5625	0.8152	0.2991	1.8639	1.5165	0.1957	0.0259	0.0304	1.072	0.1344	0.037000000000000005	0.0416	0.062	0.0273	0.0981	0.0275	0.1386	0.2672	2.6447	0.027000000000000003	0.0744	2.75	0.1756	1.1386	0.1137	0.0941	0.1526	2.1498	7.7253	0.0811	0.0622	0.9537	0.6811	4.7663	0.8086	0.103	0.1251	0.0488	0.0481	0.0316	1.1179	0.2199	0.2253	0.0137	0.2942	0.0779	0.5235	0.0848	0.1227	0.0572	0.0579	0.2008	0.0228	0.7522	0.2008	0.4133	0.389	0.0381	0.0743
