	ST-00010415_t1	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044885_t1	ST-00044885_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00128432_t1	ST-00128432_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00339988_t2	ST-00360236_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00597582_t1	ST-00597582_t2	ST-00611296_t1	ST-00611296_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00632345_t2	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t2	ST-00705243_t1	ST-00705243_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00723045_t1	ST-00723045_t2	ST-00731125_t1	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t2
TAG56:6FA20:5	0.8564	0.7759	3.0186	0.1662	0.1415	0.8259	0.5764	0.3356	0.5722	0.1415	0.1585	0.2694	0.3208	0.5188	1.2803	2.1374	0.3014	0.2713	0.9866	0.0673	0.0573	0.4206	0.3975	0.14800000000000002	0.1317	0.5301	0.3966	0.2695	0.7498	0.3748	0.3826	0.236	0.1672	2.7455	3.3298	0.103	0.1218	0.3874	0.2988	0.2044	1.0642	0.8379	0.2451	0.2233	0.4031	0.3457	0.4456	0.3561	0.3013	0.2172	0.2379	0.2174	0.1299	0.4466	1.4721	2.3983	0.4991	0.3525	0.1855
TAG50:0FA18:0	8.6929	25.0726	7.7388	5.3672	4.5871	3.9428	1.2779	0.5657	2.5831	6.7752	1.0655	0.8517	1.5036	1.2375	7.9772	3.6756	3.4156	3.6133	5.227	0.4825	1.1484	7.0453	11.4505	9.3616	2.1033	4.9314	6.0337	11.8364	33.7025	3.7885	3.7498	10.2965	3.9867	9.4564	2.3121	1.2255	1.9561	2.3267	1.8492	2.4547	18.686	9.2606	1.8673	0.845	4.1555	2.5718	4.7472	3.4783	2.0294	3.1638	4.4718	2.4269	0.6553	18.0696	6.9523	27.4433	10.7066	2.2583	4.2132
TAG50:4FA18:1	2.1054	4.1035	2.2153	2.3825	2.3209	1.0236	0.6217	0.4477	1.3059	1.1864	0.9347	0.8314	1.5048	0.9888	2.3061	1.6049	1.2176	1.0826	3.6359	0.6134	1.2614	3.0285	1.6879	3.554	2.3138	1.1867	2.5418	2.2840000000000003	4.1739	1.1094	1.1235	1.8601	1.4413	3.9954	1.0344	0.8024	0.9176	0.4019	0.3429	0.5917	4.8742	2.9825	0.4311	0.4013	1.3908	0.8201	1.2488	0.7892	0.8134	1.0009	1.0152	1.0685	0.3636	2.8158	1.8897	1.9323	1.6574	0.3628	0.9087
PE(18:1/22:5)	0.4434	0.5778	0.5047	0.4284	0.4348	0.3305	0.3793	0.236	0.192	0.5099	0.3619	0.2029	0.3933	0.4394	0.564	0.3197	0.5498	0.5654	0.6604	0.5447	0.3436	0.4482	0.3456	0.3933	0.4756	0.3153	0.51	0.3957	0.4434	0.3535	0.3347	0.6502	0.4518	0.3244	0.2578	0.3477	0.4149	0.3081	0.2728	0.5959	0.5455	0.8690000000000001	0.3412	0.4627	0.5272	0.3351	0.4492	0.3468	0.1973	0.3457	0.5227	0.34	0.2779	0.6404	0.4342	0.6486	0.5165	0.3789	0.096
TAG46:2FA18:1	2.5217	5.8841	1.0435	2.2391	2.8789	0.9061	0.2515	0.2003	1.6799	1.0896	0.3837	0.3323	0.5246	0.2436	1.3672	0.5998	1.6761	1.3734	6.1775	0.2549	0.7615	4.6375	1.4916	4.1024	0.8884	0.7355	1.3311	3.2504	9.5832	0.9285	0.8166	3.8848	2.3586	6.8499	2.6587	0.6119	0.7619	0.3793	0.3265	0.5096	5.8236	2.1805	0.4733	0.1105	1.4948	0.7075	2.5688	0.688	0.6809	0.4141	0.5666	0.9104	0.1226	4.6472	1.5625	1.784	1.9648	0.3022	0.8778
TAG47:1FA14:0	0.4871	2.1988	0.2203	0.2544	0.2991	0.2745	0.0686	0.0407	0.2566	0.4605	0.142	0.0923	0.1774	0.0431	0.3616	0.1344	0.4024	0.4239	1.0077	0.0528	0.1663	0.5975	0.3336	1.2949	0.2643	0.3053	0.4353	0.6709999999999999	1.0998	0.5013	0.3561	1.2552	0.5615	1.3754	0.0778	0.1478	0.1687	0.1126	0.1707	0.0926	2.2508	0.7496	0.1331	0.0403	0.4495	0.1442	0.343	0.1465	0.2244	0.1799	0.245	0.1382	0.0415	1.1359	0.5112	1.143	1.199	0.1754	0.1744
PC(18:0/18:1)	21.1913	30.0811	22.1099	28.4315	37.6193	26.4663	27.4932	17.0293	22.8651	36.9594	15.4871	20.0967	22.5403	25.1945	41.0741	39.6101	33.9371	36.2177	28.7228	32.4274	29.7792	30.581	29.2367	38.2096	33.5599	27.2148	44.7828	25.2359	30.5017	34.9734	34.6536	45.2642	39.3554	27.9213	22.5379	31.6022	35.8403	32.53	27.714	35.7422	41.1124	42.0242	32.8611	28.5366	25.8008	19.8799	22.4855	17.9603	18.1183	26.9775	29.7297	35.6491	25.3688	29.1586	25.9326	43.9706	33.5089	26.4894	25.1051
TAG50:0FA16:0	19.1163	50.9693	17.9053	12.244000000000002	9.0404	10.6741	3.8043	1.6672	6.6453	18.2233	3.3768	2.7707	5.1835	3.6195	22.8157	10.6895	7.7864	9.4702	12.8198	1.8542	4.133	18.613	33.51	24.4984	7.6801	15.0641	19.3036	27.7576	84.4333	12.0923	11.9813	20.3479	9.0712	19.6048	8.8415	3.1204	5.279	5.3938	4.4694	6.0337	37.3486	22.0849	5.8304	2.6952	10.1194	6.8186	12.2522	8.1242	3.9822	9.4347	11.915	5.4196	1.8043	45.972	18.1061	61.3949	28.2859	6.437	9.8964
TAG54:6FA22:6	1.8987	1.6679	4.5723	0.4264	0.5383	1.3588	0.912	0.3817	1.3766	0.4115	0.3209	0.6492	0.364	0.416	2.0036	2.1972	0.2333	0.3218	3.0708	0.0645	0.1281	1.2758	1.4133	0.6654	0.2792	1.9411	0.969	1.7845	2.8372	0.7033	0.7758	0.5686	0.4968	3.4165	2.2354	0.1388	0.1657	0.8845	0.8693	0.1845	2.4611	1.1656	0.7463	0.1984	0.9051	0.5429999999999999	0.5346	0.8792	0.5415	0.5136	0.7998	0.1604	0.1451	2.1686	4.7525	6.8565	1.7592	0.8487	0.3466
TAG56:7FA20:4	6.441	10.9602	10.0	3.2954	2.6957	3.9697	3.9164	3.6062	3.7399	2.4439	3.4132	2.2453	5.7106	8.5332	7.2745	5.8633	4.9696	4.0766	6.1381	2.2853	2.5795	7.7898	5.8669	3.5263	4.749	5.2717	5.5604	4.9095	7.4060000000000015	3.8538	5.4098	4.1768	3.4329	5.3475	5.1778	4.123	4.2802	3.1122	3.3974	3.8592	13.1	5.7971	4.0643	4.2315	7.4552	6.2913	6.2202	5.8344	5.2596	3.53	3.262	4.3869	4.7529	10.1638	7.0379	8.007	3.4954	2.8597	3.6697
TAG52:4FA16:0	83.1463	170.0084	114.6864	114.3717	78.6311	41.7256	61.5623	49.9499	68.7873	59.1202	51.6576	36.8664	77.2064	86.0661	106.8094	113.7131	38.717	41.9261	89.0376	27.0186	58.7181	156.4196	139.115	104.8064	115.7742	75.3341	143.4606	103.8522	176.5473	44.8865	57.8348	56.3635	38.198	93.0069	75.5998	41.9503	47.9171	15.6196	18.157	25.146	142.9286	93.6832	39.6044	28.9291	60.2078	61.2694	57.6333	52.4793	46.2412	76.2036	63.181	51.4711	44.6883	176.1554	103.9829	114.6355	47.3799	20.1114	43.7102
TAG42:1FA16:0	0.7437	1.4285	0.1252	0.2467	0.34600000000000003	0.3652	0.0202	0.021	0.1405	0.131	0.0257	0.0217	0.0429	0.0242	0.1138	0.038	0.2218	0.2142	0.8845	0.0141	0.0456	0.8168	0.5116	0.8339	0.0461	0.1215	0.0918	0.7536	2.571	0.0795	0.079	1.0978	0.4069	1.3431	0.2379	0.093	0.1527	0.1203	0.0659	0.0733	1.7709	0.2478	0.0305	0.0175	0.3072	0.1017	0.4263	0.1644	0.1869	0.0328	0.0864	0.1965	0.0127	1.7074	0.2897	1.902	0.5561	0.0369	0.08
LPC(22:6)	0.4362	0.3841	0.4754	0.4302	0.3269	0.2462	0.2543	0.3547	0.3846	0.1861	0.3049	0.6497	0.2273	0.2868	0.594	0.6865	0.3496	0.2089	0.9627	0.1618	0.1865	0.4806	0.4198	0.06825	0.06825	0.3789	0.2994	0.4289	0.3415	0.5051	0.424	0.3604	0.3048	0.4848	0.5157	0.1589	0.1365	0.4863	0.5153	0.254	0.5438	0.4546	0.3206	0.1906	0.2174	0.2551	0.1963	0.2134	0.3261	0.1858	0.2299	0.257	0.36	0.2479	0.6008	0.7219	0.616	0.3274	0.3337
PI(18:0/20:2)	0.2052	0.05525	0.05525	0.3352	0.2959	0.2657	0.2747	0.1976	0.2214	0.3894	0.1666	0.1695	0.05525	0.05525	0.2935	0.2098	0.1946	0.2137	0.2347	0.3011	0.4083	0.2312	0.2846	0.6196	0.3526	0.2652	0.4114	0.3002	0.3353	0.229	0.2308	0.2202	0.25	0.2037	0.1198	0.1419	0.1794	0.05525	0.05525	0.3253	0.2943	0.2929	0.2935	0.2699	0.05525	0.05525	0.05525	0.1907	0.1928	0.1994	0.2609	0.3068	0.2719	0.2803	0.1935	0.2873	0.2551	0.253	0.05525
TAG52:2FA18:1	237.3723	459.642	285.5798	180.4705	200.6639	144.4593	145.8156	80.5639	229.3631	323.3783	173.2958	141.6003	227.7531	157.7305	641.658	459.5866	223.19	202.0815	342.4480000000001	122.5816	209.1112	333.9311	364.9395	334.251	320.5957	319.8535	537.8956	298.7428	658.3325	380.2265	398.2703	219.6552	131.0571	309.7584	338.8145	82.1945	113.698	58.4407	69.3681	125.7825	425.054	463.7294	161.3475	84.5817	210.2521	235.9682	261.298	141.7053	70.1879	232.1505	242.2239	108.8596	65.4518	430.6755	324.6063	325.5999	279.2463	118.995	249.6129
TAG52:3FA16:1	14.723	39.6813	30.4547	16.2594	24.624	9.3114	12.5897	6.2849	14.2755	23.2625	20.4223	14.8555	24.4899	18.4321	62.6894	51.9974	20.2571	12.3165	29.3182	15.1231	25.651	28.7718	16.6307	26.9694	41.5702	30.0809	62.2717	26.0946	43.2018	36.9875	33.1537	18.4235	11.7474	23.2119	17.266	6.1167	9.0326	3.4638	4.3798	11.9063	36.3794	61.4745	8.8597	6.4828	16.833	20.1055	23.3649	13.2914	7.3101	19.9792	18.2767	6.8493	4.7893	33.0935	27.1394	15.3295	17.9988	7.5098	21.1578
TAG51:3FA18:3	0.3059	0.6084	0.21600000000000005	0.1607	0.1538	0.1702	0.0706	0.0593	0.1308	0.1248	0.0598	0.0598	0.1215	0.0848	0.1909	0.152	0.1279	0.1714	0.2138	0.0235	0.0506	0.343	0.2504	0.3426	0.1506	0.1354	0.2126	0.1763	0.3247	0.149	0.1741	0.2896	0.1921	0.5428	0.0707	0.1227	0.1269	0.0722	0.0841	0.0496	0.8732	0.3064	0.0599	0.0401	0.1849	0.1278	0.139	0.1188	0.0887	0.1242	0.1494	0.179	0.0532	0.4409	0.2642	0.8006	0.2611	0.0556	0.0903
TAG52:7FA18:1	0.2753	0.7661	0.29100000000000004	0.1116	0.136	0.158	0.1113	0.0785	0.1868	0.28300000000000003	0.1036	0.1023	0.1367	0.1015	0.3482	0.2239	0.2	0.213	0.5447	0.0531	0.0909	0.3067	0.2655	0.3706	0.1844	0.2437	0.2889	0.2757	0.6791	0.2442	0.2426	0.3105	0.1564	0.6202	0.3008	0.0751	0.0966	0.0836	0.0967	0.0894	0.8346	0.4153	0.1256	0.0594	0.2137	0.131	0.1615	0.1433	0.1115	0.1391	0.1742	0.0829	0.0532	0.4371	0.3899	0.9766	0.3524	0.1238	0.1573
DAG(18:1/22:5)	0.1204	0.2637	0.28	0.0604	0.08199999999999999	0.1261	0.1466	0.0454	0.1754	0.0637	0.0809	0.079	0.115	0.0979	0.3112	0.333	0.0883	0.0866	0.3221	0.0401	0.0674	0.1807	0.2327	0.0648	0.122	0.2521	0.299	0.1264	0.1848	0.2576	0.2657	0.0842	0.1056	0.2507	0.1693	0.0413	0.0478	0.0504	0.0623	0.0507	0.1702	0.2642	0.1511	0.0403	0.2127	0.1685	0.1943	0.0891	0.0555	0.1072	0.1087	0.0637	0.0569	0.4096	0.29	0.1416	0.1343	0.0774	0.0729
TAG56:5FA20:2	0.5870000000000001	1.7368	1.314	1.0187	0.9737	0.32299999999999995	0.5432	0.6407	0.6142	0.5949	0.6296	0.4628	0.9185	1.1941	1.2377	1.3155	0.5796	0.4257	1.3687	0.6336	0.8755	0.8956	0.5794	0.8986	2.1337	0.6035	1.2103	0.6908	1.4522	0.6013	0.7194	0.6641	0.3614	0.7213	0.6726	0.3201	0.2951	0.1678	0.2116	0.4322	1.0972	1.6021	0.3303	0.4942	0.7581	0.7387	0.8773	0.6081	0.5717	0.6261	0.5843	0.691	0.4887	1.0143	0.9186	0.6716	0.4471	0.2598	0.7769
TAG46:1FA18:0	0.4495	1.6008	0.1284	0.3287	0.3159	0.127	0.0445	0.024	0.1732	0.1275	0.0276	0.0356	0.0436	0.0265	0.1237	0.0613	0.3427	0.2035	0.7588	0.0216	0.0416	0.6746	0.2391	0.4001	0.0607	0.0818	0.1112	0.4633	1.6482	0.08199999999999999	0.0589	0.9328	0.3698	1.2901	0.2212	0.081	0.1066	0.0552	0.0616	0.0746	1.1056	0.2511	0.0605	0.0151	0.2503	0.111	0.4022	0.1471	0.1783	0.0445	0.0769	0.2045	0.0192	0.8776	0.2658	0.3474	0.2962	0.0477	0.1691
TAG56:5FA20:4	4.1431	7.5584	6.3675	1.6841	1.5689	1.9311	3.1787	2.2986	4.1676	2.2881	2.6318	2.2156	4.194	4.4641	8.8586	7.0264	4.1933	3.2193	6.5907	1.4698	1.7758	6.0215	4.9386	2.2132	3.1247	3.9868	6.3052	3.2918	5.7295	5.0639	5.829	2.512	2.0206	5.6392	4.9023	0.9344	0.9424	2.0278	2.6415	2.1454	6.1892	7.3831	4.6873	2.2502	5.1836	5.9115	5.029	3.8007	2.5672	2.8297	2.6147	2.695	1.7280000000000002	7.0273	6.2075	3.0878	2.2814	2.0498	2.6575
TAG56:2FA20:0	1.1179	1.6878	1.0516	1.0597	0.3434	0.5315	0.2942	0.665	0.713	0.8441	0.4399	0.4603	0.612	0.3946	2.3361	1.7401	0.884	0.6167	1.6441	1.2809	0.4634	1.4452	1.1749	0.5178	0.547	0.4044	0.9136	0.5617	3.8707	0.6174	0.5903	0.4905	0.3128	1.0916	5.332999999999998	0.2532	0.3347	0.1977	0.2458	0.3481	1.8095	0.7122	0.464	0.4361	0.7817	0.4873	0.8234	0.5851	0.2728	0.3214	0.3162	0.6134	0.2565	1.3398	0.7534	1.4541	0.6127	0.2959	0.8717
DAG(18:0/18:2)	0.9847	1.7304	0.9545	1.275	0.7522	0.5343	0.5748	0.4365	0.7437	0.6498	0.3244	0.3005	0.5359	0.5427	1.2193	1.1173	0.4443	0.4748	1.154	0.389	0.4583	1.3559	1.2925	0.9124	0.6736	0.735	1.5687	1.0847	2.1895	0.7425	0.6795	0.7134	0.6194	1.1504	0.7943	0.3355	0.4497	0.2147	0.2752	0.2813	1.3602	1.3933	0.4149	0.279	0.639	0.5925	0.6174	0.4294	0.3803	0.7952	0.8159	0.4223	0.3451	1.734	1.0687	1.8715	0.8483	0.2688	0.5581
DAG(16:0/20:5)	0.1333	0.0813	0.3381	0.0149	0.033	0.1166	0.0507	0.0243	0.0513	0.0195	0.0157	0.0213	0.0258	0.0415	0.0925	0.1009	0.0357	0.032	0.0761	0.00745	0.00745	0.053	0.0771	0.0283	0.0171	0.0805	0.0319	0.0661	0.0747	0.0395	0.051	0.0436	0.0376	0.7896	0.1404	0.00745	0.00745	0.0584	0.0277	0.0227	0.1309	0.0645	0.0311	0.022	0.057	0.0282	0.0492	0.0325	0.0299	0.0341	0.0394	0.0208	0.0184	0.0657	0.4666	0.6959	0.086	0.0442	0.0285
PC(18:1/20:3)	3.4199	6.8555	2.8639	6.2259	7.5521	4.5253	4.7034	2.2837	3.1386	7.5467	4.2386	4.7215	5.7717	6.2186	9.0674	4.8561	8.2214	5.3828	4.0244	9.97	7.4306	6.0014	6.2818	8.8326	11.1182	5.4687	9.8215	5.4651	8.1961	5.5206	6.4038	7.5986	5.0636	2.1531	1.1248	6.6241	8.0747	4.4169	3.1756	7.9224	9.7853	7.9916	5.2360000000000015	7.5386	5.9713	5.6241	6.5955	3.7394	3.5297	7.9742	6.8081	8.457	5.767	7.1261	5.0119	4.2914	6.157	5.3747	5.0941
DAG(14:1/16:0)	0.0605	0.1953	0.0451	0.0438	0.0534	0.1722	0.4369	0.1022	0.1052	0.0818	0.0303	0.0377	0.0406	0.0327	0.281	0.0813	0.0792	0.0601	0.0712	0.0452	0.0329	0.0927	0.1408	0.1261	0.0728	0.0957	0.0532	0.1658	0.1008	0.0957	0.0512	0.0644	0.044	0.0922	0.0491	0.061	0.0483	0.0527	0.0741	0.0417	0.1176	0.0793	0.0506	0.0307	0.0436	0.0444	0.0475	0.2491	0.0862	0.0488	0.0443	0.0507	0.043	0.3948	0.0618	0.13	0.1121	0.0442	0.1156
TAG48:5FA18:2	0.4859	0.4927	0.3433	1.1717	0.603	0.1413	0.0682	0.0712	0.6209	0.0673	0.0832	0.0641	0.1059	0.1004	0.1008	0.0956	0.0842	0.1286	0.9096	0.0517	0.1298	2.1542	0.3515	0.4739	0.1924	0.078	0.17	0.5587	1.7209	0.0476	0.0555	0.3682	0.332	2.27	0.3917	0.1588	0.1633	0.041	0.0296	0.0487	0.6257	0.1913	0.0454	0.0453	0.1648	0.0766	0.2309	0.1162	0.1071	0.0856	0.0766	0.408	0.0589	0.4863	0.1923	0.3203	0.12	0.0253	0.0979
TAG54:3FA18:0	25.2724	50.2301	36.8923	48.1918	19.4886	11.0675	12.3942	16.3889	22.7408	24.3126	11.1195	11.2406	17.3402	20.4497	41.3763	47.1186	14.7794	13.3846	35.13	11.2189	12.1739	41.1861	32.7392	23.5949	26.6962	13.7817	42.8341	23.0317	65.5783	13.1955	14.5727	18.8698	10.6874	36.5652	33.1418	7.9954	10.6727	4.851	5.7657	8.6094	42.3427	40.4605	10.3107	10.0057	21.339	17.349	18.7992	17.2905	11.1255	16.68	16.5676	18.641	10.2536	48.7064	28.4935	33.8562	11.9787	5.7671	19.1397
TAG49:3FA16:0	0.321	0.6463	0.2479	0.2456	0.2114	0.203	0.0949	0.0667	0.1602	0.1732	0.1068	0.0657	0.1517	0.0852	0.1663	0.1318	0.1353	0.1681	0.2675	0.0455	0.1546	0.3831	0.3775	0.483	0.2339	0.2585	0.306	0.3031	0.4831	0.1937	0.2186	0.376	0.2407	0.5184	0.087	0.1454	0.1742	0.0928	0.0918	0.0711	1.0191	0.3783	0.0858	0.055	0.2081	0.1033	0.1302	0.1148	0.0844	0.1737	0.1688	0.1574	0.0709	0.7144	0.2989	0.7959999999999999	0.4271	0.0834	0.1139
TAG49:3FA16:1	0.3216	0.7995	0.3653	0.2321	0.3968	0.2267	0.1544	0.0949	0.2102	0.2914	0.2873	0.1518	0.3443	0.1883	0.3312	0.2411	0.2302	0.2418	0.361	0.1588	0.3702	0.5574	0.336	0.7377	0.58	0.5461	0.7719	0.5573	0.7917	0.5531	0.5369	0.4684	0.3946	0.3819	0.1236	0.1547	0.2375	0.0971	0.1195	0.1191	1.2604	0.8845	0.1509	0.08900000000000001	0.3473	0.2343	0.2344	0.1476	0.1325	0.2815	0.2375	0.0892	0.0792	1.0309	0.551	0.5986	0.555	0.145	0.1862
FFA(20:0)	10.4949	11.1948	10.0183	11.5681	9.9715	9.4712	12.2825	13.1841	12.6839	9.206	12.0972	10.4238	11.8466	10.2858	10.8542	11.2544	15.2975	13.6445	10.4313	17.2852	12.8983	13.2274	14.1905	9.6731	9.8759	10.9311	13.5736	13.995	14.2302	11.1678	11.7246	9.7048	10.0655	14.3885	13.0407	12.1988	10.675999999999998	10.1443	10.8528	15.6906	9.4489	9.3288	11.1559	10.2276	11.3403	8.5171	11.1374	19.2005	12.6114	10.3628	9.4674	12.7275	11.1255	12.3632	10.254	11.4627	11.7021	10.4378	11.6734
PE(P18:1/18:1)	0.4394	0.7239	0.4045	0.4079	0.3505	0.6681	0.7276	0.3618	0.6146	0.4362	0.4764	0.3226	0.4859	0.4893	0.6454	0.6596	0.9367	0.8265	0.974	0.8915	0.7975	0.3753	0.4229	0.7138	0.9078	0.6708	0.677	0.3136	0.4705	0.4905	0.8367	0.7237	0.7173	0.5333	0.6413	0.5459	0.5472	0.8124	0.7062	0.8967	0.6919	0.7896	0.7876	1.0525	0.5248	0.5557	0.6413	0.4893	0.586	0.4415	0.8038	0.6553	0.6291	0.5285	0.5666	0.7835	0.5352	0.4058	0.6134
TAG54:8FA20:4	0.3278	0.3698	0.3741	0.0758	0.1078	0.2403	0.0906	0.075	0.0731	0.058	0.0825	0.0616	0.1873	0.2158	0.1981	0.1211	0.1903	0.1637	0.1501	0.0384	0.0547	0.1678	0.1412	0.1503	0.1206	0.2678	0.1421	0.1858	0.2218	0.1403	0.1673	0.1645	0.2155	0.1895	0.0717	0.1723	0.1875	0.1887	0.1426	0.2066	0.804	0.2452	0.0849	0.0806	0.2566	0.1284	0.146	0.1623	0.201	0.1248	0.1324	0.0958	0.1223	0.37	0.3116	0.599	0.2298	0.1043	0.0693
CE(14:1)	0.5831	0.8276	0.3616	0.9096	0.9705	1.3134	0.7953	0.4517	0.7292	1.8462	0.4529	0.951	0.5354	0.5945	0.8148	0.6023	1.1722	1.4304	1.4929	0.7979999999999999	0.7708	1.1781	1.6254	2.4633	1.1648	1.8101	1.0502	0.8851	1.08	1.2816	1.3481	1.7080000000000002	1.8024	0.6824	0.3132	1.2833	1.7155	1.5922	1.1807	0.9688	2.6026	1.0239	1.3848	0.7572	1.3026	0.3702	0.4192	0.4148	0.3546	1.0458	1.3034	0.7288	0.5391	1.5282	0.7516	1.0842	3.5173	2.1442	0.5962
SM(20:1)	4.5437	9.7303	7.8425	7.4317	8.9126	8.9842	9.7762	5.1768	6.4249	6.9592	6.3157	6.1838	7.3462	7.722	10.3099	9.7432	8.7526	7.6543	7.0222	9.8962	10.1125	7.3726	7.0567	7.7574	8.603	8.1597	10.4146	6.7189	6.4801	7.1485	7.7362	11.6974	11.19	7.0219	5.8848	6.7534	6.6659	12.2328	11.5628	8.371	10.5992	9.5472	13.7862	10.7353	10.5947	7.215	7.8717	6.3967	7.2456	8.1635	7.9739	6.104	6.058	7.0077	11.4538	8.6421	9.2871	7.9512	7.1278
TAG51:0FA16:0	0.8951	3.3032	0.6552	0.4198	0.2751	0.4687	0.1544	0.0926	0.325	0.7184	0.1397	0.1342	0.2734	0.1401	0.657	0.3546	0.4726	0.453	0.6919	0.0665	0.1204	0.7437	1.1865	0.8998	0.2136	0.536	0.6104	0.8184	2.8294	0.5157	0.4936	1.3321	0.5157	1.5062	0.2692	0.205	0.2605	0.2914	0.2711	0.2234	2.6234	0.8848	0.2741	0.1385	0.6731	0.2977	0.5381	0.363	0.297	0.2685	0.3733	0.3248	0.0836	1.855	0.853	3.3311	1.1643	0.2986	0.3648
DCER(16:0)	0.0541	0.1117	0.0812	0.1146	0.0738	0.0728	0.1017	0.0569	0.0553	0.0906	0.0729	0.0524	0.0928	0.0767	0.0732	0.0771	0.0854	0.0845	0.0813	0.1	0.0894	0.1289	0.118	0.0947	0.0968	0.0991	0.1201	0.0745	0.1485	0.0885	0.1027	0.0909	0.1013	0.1301	0.0999	0.0605	0.0919	0.0867	0.0773	0.0671	0.1331	0.0681	0.1108	0.0942	0.0774	0.0687	0.0802	0.0571	0.0758	0.0897	0.098	0.0686	0.0745	0.1654	0.0959	0.0758	0.076	0.0741	0.0949
TAG56:6FA18:0	1.4199	2.3962	3.3751	0.7592	0.6212	0.8353	1.2252	1.0249	1.3022	0.5645	0.7348	0.6984	1.1411	1.7858	2.0229	2.5056	0.8938	0.8596	2.0513	0.3819	0.5187	2.1558	1.4466	0.7862	0.9265	1.1605	1.6324	1.1237	1.7974	0.8864	1.1121	0.7249	0.5359	2.3366	1.9282	0.3345	0.2945	0.6976	0.8203	0.4641	2.2385	1.9602	1.153	0.7594	1.6228	1.4346	1.1851	1.2702	1.0689	0.9169	0.846	0.8355	0.7522	2.3233	2.3163	1.794	0.6648	0.5365	0.6946
TAG48:4FA18:1	0.7454	0.9284	0.5251	1.3906	0.9452	0.2633	0.1022	0.1061	1.1301	0.2089	0.1348	0.1511	0.1955	0.1388	0.2998	0.2133	0.2088	0.2388	1.8905	0.1034	0.2226	2.5581	0.4621	0.9861	0.3422	0.1746	0.3482	0.9522	3.5777	0.1506	0.1303	0.5587	0.4982	3.1199	1.3714	0.1905	0.2187	0.0762	0.0742	0.0859	1.1724	0.4593	0.1067	0.0652	0.2875	0.1477	0.5169	0.173	0.1316	0.1777	0.1807	0.3665	0.0586	0.7304	0.3358	0.4661	0.2562	0.0768	0.1881
TAG50:1FA16:0	102.4023	227.2008	98.0589	75.6202	63.7727	64.5961	36.0628	13.0961	48.9008	149.4173	29.8647	24.2591	47.5811	31.725	173.1999	86.8013	50.6735	63.5541	81.9215	18.2602	41.6601	134.1789	207.6059	165.6957	72.4994	118.7935	159.0771	152.7186	394.5532	104.2519	95.6151	99.2488	50.791	101.2366	81.2191	25.9643	39.8336	26.8985	24.6321	37.3518	185.3711	151.4467	49.6959	22.0202	67.4106	54.3972	76.8589	46.635	19.1217	77.3337	89.5769	30.4134	15.0293	280.54200000000003	123.8725	280.2664	158.6296	46.1535	67.6164
TAG52:5FA14:0	0.5892	1.1891	0.6298	0.4546	0.4528	0.3348	0.1333	0.0792	0.3367	0.2346	0.1739	0.1439	0.3895	0.2199	0.6646	0.2658	0.3222	0.3303	1.1073	0.0722	0.1663	0.5546	0.388	0.7676	0.3668	0.3492	0.5198	0.6666	1.2002	0.4099	0.4053	0.5027	0.4541	0.7056	0.1509	0.1857	0.2124	0.1727	0.1688	0.1396	1.1706	0.8779	0.14800000000000002	0.0785	0.4963	0.2791	0.3661	0.1782	0.2889	0.2948	0.3764	0.1319	0.0982	0.905	0.6048	0.8954	0.6893	0.1619	0.1878
PE(P16:0/18:2)	1.4753	3.0669	1.1836	2.4805	1.9223	3.6801	3.2751	3.2575	2.7663	2.6298	2.4485	1.7619999999999998	1.5032	1.8025	1.0457	1.2008	2.6787	2.2219	4.2676	2.4778	2.6289	1.6840000000000002	2.9211	5.3062	5.1888	2.0567	3.0045	1.6425	2.3494	2.1665	2.6787	3.7489	2.9384	1.224	1.4980000000000002	2.1082	2.6836	3.017	3.4591	2.0944	3.911	3.6583	2.4793	2.8768	2.1772	2.2866	2.1732	1.2737	1.9964	2.2438	3.9893	2.8563	2.438	2.6882	1.8502	4.2958	3.0808	1.3213	2.4484
PE(P18:0/20:5)	2.65	1.4459	7.2953	0.742	0.7925	3.8981	6.1885	5.5728	4.8198	0.9989	0.6546	2.7226	1.0008	1.1267	1.3624	13.8258	1.0006	1.5806	5.1049	0.5427	0.7916	0.935	0.7227	0.9848	1.1415	3.7022	1.2677	0.5167	0.688	1.4247	1.5752	1.3368	1.5185	8.8268	8.2702	1.8595	0.9406	6.5365	5.5398	1.2842	2.8797	2.1536	1.8706	2.6036	1.0814	2.1786	1.3945	0.7024	1.2961	1.0418	1.1473	0.9173	1.1682	0.8901	4.7957	3.7456	4.5053	1.5206	0.9043
