	ST-00010415_t1	ST-00010415_t2	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044073_t1	ST-00044073_t2	ST-00044885_t1	ST-00044885_t2	ST-00045433_t1	ST-00045433_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00057532_t2	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00075023_t1	ST-00075023_t2	ST-00128432_t1	ST-00128432_t2	ST-00177454_t1	ST-00177454_t2	ST-00242187_t1	ST-00242187_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t1	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00320227_t1	ST-00320227_t2	ST-00339988_t1	ST-00339988_t2	ST-00360236_t1	ST-00360236_t2	ST-00418342_t1	ST-00418342_t2	ST-00423444_t1	ST-00423444_t2	ST-00466055_t1	ST-00466055_t2	ST-00505289_t1	ST-00505289_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00550067_t1	ST-00550067_t2	ST-00596988_t1	ST-00596988_t2	ST-00597582_t1	ST-00597582_t2	ST-00606222_t1	ST-00606222_t2	ST-00611296_t1	ST-00611296_t2	ST-00616972_t1	ST-00616972_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00630737_t2	ST-00631493_t1	ST-00631493_t2	ST-00632345_t1	ST-00632345_t2	ST-00634998_t1	ST-00634998_t2	ST-00641613_t1	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t1	ST-00651926_t2	ST-00652037_t1	ST-00652037_t2	ST-00653378_t1	ST-00653378_t2	ST-00656708_t1	ST-00656708_t2	ST-00659767_t1	ST-00659767_t2	ST-00660767_t1	ST-00660767_t2	ST-00685031_t1	ST-00685031_t2	ST-00705243_t1	ST-00705243_t2	ST-00705245_t1	ST-00705245_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00711931_t1	ST-00711931_t2	ST-00714687_t1	ST-00714687_t2	ST-00718962_t1	ST-00718962_t2	ST-00723045_t1	ST-00723045_t2	ST-00730777_t1	ST-00730777_t2	ST-00731125_t1	ST-00731125_t2	ST-00731336_t1	ST-00731336_t2	ST-00731705_t1	ST-00731705_t2	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t1	ST-00745902_t2
DAS28	l	l	l	l	l	l	l	m	l	l	m	m	l	l	l	m	l	l	l	l	m	m	l	l	m	l	h	m	l	l	l	l	l	l	l	l	l	l	m	m	m	l	m	l	m	l	h	h	m	h	l	l	l	l	l	l	l	h	m	m	l	l	l	m	l	l	l	m	l	l	l	l	l	m	m	m	h	l	l	m	l	l	l	l	m	l	m	m	m	m	m	m	m	m	m	l	m	l	l	l	h	h	l	l	l	l	l	h	m	m	m	m	l	l	m	m	l	m	h	h	l	m	l	l	l	l	l	l
TAG54:0FA16:0	0.41600000000000004	0.2185	0.741	0.4749	0.19	0.1049	0.0884	0.0595	0.2375	0.107	0.0873	0.1479	0.0577	0.1475	0.1756	0.1337	0.0559	0.0748	0.08199999999999999	0.0994	0.1774	0.2395	0.4186	0.3508	0.0926	0.0284	0.3157	0.1978	0.1695	0.2742	0.4234	0.491	0.1128	0.0547	0.3145	0.5004	0.1957	0.0707	0.5841	0.7505	0.1032	0.1379	0.2827	0.1437	0.0481	0.1185	0.4821	0.1885	0.1818	0.337	0.1209	0.2566	0.3222	1.2621	0.14800000000000002	0.1514	0.0934	0.528	0.195	0.1496	0.2533	0.1207	0.1421	0.051	0.5311	0.6118	0.4544	1.5192	0.0775	0.0863	0.107	0.1066	0.0783	0.191	0.1093	0.0865	1.9053	0.8759999999999999	0.1363	0.1015	0.1722	0.217	0.127	0.0793	0.1563	0.1582	0.1736	1.3386	0.1078	0.2433	0.2772	0.1543	0.2265	0.2059	0.2368	0.2439	0.0996	0.0548	0.1217	0.1998	0.0928	0.1	0.128	0.0899	0.0664	0.0939	0.3326	0.055	0.8882	0.0729	0.2821	0.1563	0.1455	0.0405	0.07	0.0435	0.4617	0.1166	0.1106	0.0807	0.2818	0.079	0.4291	0.754	0.3116	0.0854	0.04	0.1508
TAG47:1FA18:1	0.5795	0.1754	2.1864	0.2585	0.3192	0.3383	0.1581	0.1456	0.2686	0.0923	0.2604	1.1324	0.0817	0.389	0.396	0.5114	0.1493	0.1114	0.1787	0.0784	0.4068	0.3365	0.3486	0.1649	0.2026	0.0424	0.3923	0.1952	0.5031	0.4958	0.4873	1.5334	0.0804	0.1871	0.8388	0.4305	1.2306	0.2489	1.2605	1.4175	0.2197	0.2771	1.1719	0.5349	0.0709	0.1985	0.4616	0.2339	0.5127	0.9	0.1539	0.5838	0.6981	1.6546	0.4861	0.4474	0.2605	1.9809999999999999	0.3934	0.7992	1.37	0.6867	0.0486	0.0681	1.9182	0.1669	1.8341	3.0765	0.1823	0.2072	0.1854	0.191	0.1087	0.4423	0.3122	0.45399999999999996	1.5346	2.3402	0.2477	0.1466	0.6781	0.6862	0.18	0.0505	0.7253	0.5019	0.1767	0.9026	0.2446	0.3072	0.8239	0.8324	0.6565	0.7290000000000001	0.4042	0.1942	0.3009	0.107	0.1841	0.5207	0.2144	0.2444	0.2013	0.2831	0.1774	0.2365	0.1833	0.0911	1.7324	0.4275	0.2639	0.5579	0.1902	0.0478	0.1169	0.0538	1.1813	0.4467	0.5516	0.2386	1.0353	0.0946	0.4981	0.9357	0.9028	0.146	0.1288	0.1923
TAG50:0FA18:0	8.6929	3.9316	25.0726	7.7388	5.3672	4.5871	2.8164	1.4317	3.9428	1.2779	5.8785	11.3899	0.5657	2.5831	6.7752	5.191	1.0655	0.8517	1.5036	1.2375	5.4823	4.365	7.9772	3.6756	1.9103	0.9885	5.8229999999999995	3.1532	3.4156	3.6133	6.2471	5.227	0.4825	1.1484	7.0453	11.4505	9.3616	2.1033	23.4112	18.8886	2.8036	4.9314	11.5942	6.0337	0.7817	3.7954	14.3532	5.2744	8.1328	11.1945	4.1721	10.8802	11.8364	33.7025	3.7885	3.7498	2.6991	16.7094	5.4434	4.3178	10.2965	3.9867	0.6726	0.7206	9.4564	2.3121	18.7836	22.9037	1.2255	1.9561	2.3267	1.8492	2.4547	5.7779	4.0118	2.0295	12.4479	18.686	4.4424	2.1588	4.9174	9.2606	1.8673	0.845	5.6545	4.1555	1.9122	15.8815	5.7657	13.3451	5.7845	5.3739	7.4109	7.9171	8.6119	7.11	4.4719999999999995	1.6251	2.5718	4.7472	2.2773	3.0605	3.4783	2.0294	3.1638	4.4718	4.3048	0.6301	8.7238	3.0794	6.3149	3.3686	2.4269	0.6553	1.0118	0.9359999999999999	18.0696	5.9494	4.0479	3.2642	5.6	1.1483	6.9523	27.4433	10.7066	2.2583	0.9395	4.2132
TAG47:1FA14:0	0.4871	0.1651	2.1988	0.2203	0.2544	0.2991	0.1118	0.0889	0.2745	0.0686	0.2593	1.0577	0.0407	0.2566	0.4605	0.4789	0.142	0.0923	0.1774	0.0431	0.4632	0.3521	0.3616	0.1344	0.1347	0.0325	0.3426	0.1324	0.4024	0.4239	0.3617	1.0077	0.0528	0.1663	0.5975	0.3336	1.2949	0.2643	1.3597	1.2496	0.27899999999999997	0.3053	1.1533	0.4353	0.0589	0.177	0.4567	0.2443	0.6152	0.9304	0.1725	0.6948	0.6709999999999999	1.0998	0.5013	0.3561	0.2719	2.0473	0.36200000000000004	0.6729	1.2552	0.5615	0.0429	0.0516	1.3754	0.0778	1.7293	2.7274	0.1478	0.1687	0.1126	0.1707	0.0926	0.5015	0.2624	0.4261	1.1974	2.2508	0.205	0.1206	0.5626	0.7496	0.1331	0.0403	0.5874	0.4495	0.1447	0.6759	0.254	0.5122	0.6613	0.6623	0.563	0.6956	0.4869	0.2214	0.3061	0.094	0.1442	0.34299999999999997	0.1917	0.2602	0.1465	0.2244	0.1799	0.245	0.1164	0.0753	1.1541	0.3242	0.2696	0.4767	0.1382	0.0415	0.0934	0.0493	1.1359	0.4715	0.5365	0.2065	0.9057	0.0781	0.5112	1.143	1.199	0.1754	0.0902	0.1744
TAG42:1FA16:0	0.7437	0.1868	1.4285	0.1252	0.2467	0.34600000000000003	0.0234	0.0398	0.3652	0.0202	0.0653	0.4537	0.021	0.1405	0.131	0.2133	0.0257	0.0217	0.0429	0.0242	0.27399999999999997	0.1863	0.1138	0.038	0.00635	0.00635	0.3278	0.1621	0.2218	0.2142	0.4776	0.8845	0.0141	0.0456	0.8168	0.5116	0.8339	0.0461	1.3973	1.9904	0.0986	0.1215	0.3791	0.0918	0.0232	0.0746	1.0478	0.2116	0.21	0.8256	0.1139	0.7504	0.7536	2.571	0.0795	0.079	0.0763	2.403	0.2033	0.4637	1.0978	0.4069	0.0251	0.0157	1.3431	0.2379	1.2633	2.858	0.09300000000000001	0.1527	0.1203	0.0659	0.0733	0.3993	0.125	0.172	0.7044	1.7709	0.1354	0.10300000000000001	0.2891	0.2478	0.0305	0.0175	0.6052	0.3072	0.0712	0.8059999999999999	0.1251	0.531	0.2707	0.5242	0.5138	0.7053	0.3972	0.1842	0.0463	0.0273	0.1017	0.4263	0.0354	0.0572	0.1644	0.1869	0.0328	0.0864	0.0479	0.0438	1.3248	0.1679	0.1005	0.1384	0.1965	0.0127	0.0256	0.0146	1.7074	0.2484	0.2758	0.0577	0.9016	0.0279	0.2897	1.902	0.5561	0.0369	0.0237	0.08
TAG48:5FA18:2	0.4859	0.20600000000000002	0.4927	0.3433	1.1717	0.603	0.0557	0.1309	0.1413	0.0682	0.1174	0.3559	0.0712	0.6209	0.0673	0.0919	0.0832	0.0641	0.1059	0.1004	0.2784	0.218	0.1008	0.0956	0.1528	0.0455	0.3091	0.1286	0.0842	0.1286	0.4292	0.9096	0.0517	0.1298	2.1542	0.3515	0.4739	0.1924	0.318	0.4531	0.08199999999999999	0.078	0.2358	0.17	0.0384	0.0541	0.1949	0.1614	0.1021	0.142	0.0525	0.122	0.5587	1.7209	0.0476	0.0555	0.1025	0.1809	0.1746	0.4973	0.3682	0.332	0.0654	0.0588	2.27	0.3917	0.1702	0.4386	0.1588	0.1633	0.040999999999999995	0.0296	0.0487	0.0375	0.1591	0.1336	0.479	0.6257	0.2047	0.0983	0.1806	0.1913	0.0454	0.0453	0.2821	0.1648	0.0502	0.2761	0.0527	0.1359	0.3094	0.166	0.1916	0.2923	0.1165	0.0803	0.0851	0.0577	0.0766	0.2309	0.0589	0.0533	0.1162	0.1071	0.0856	0.0766	0.0968	0.1677	0.6235	0.313	0.3182	0.1406	0.408	0.0589	0.1008	0.0464	0.4863	0.1287	0.1264	0.0966	0.2825	0.0857	0.1923	0.3203	0.12	0.0253	0.0502	0.0979
TAG48:4FA18:1	0.7454	0.253	0.9284	0.5251	1.3906	0.9452	0.1251	0.2757	0.2633	0.1022	0.2196	0.8517	0.1061	1.1301	0.2089	0.2551	0.1348	0.1511	0.1955	0.1388	0.4335	0.3379	0.2998	0.2133	0.2156	0.0547	0.4501	0.2102	0.2088	0.2388	0.6574	1.8905	0.1034	0.2226	2.5581	0.4621	0.9861	0.3422	0.6898	0.7709	0.1386	0.1746	0.5539	0.3482	0.0908	0.1208	0.3806	0.3042	0.2221	0.353	0.1185	0.2853	0.9522	3.5777	0.1506	0.1303	0.1965	0.5731	0.3193	1.0525	0.5587	0.4982	0.0575	0.1139	3.1199	1.3714	0.466	0.9933	0.1905	0.2187	0.0762	0.0742	0.0859	0.1391	0.2774	0.2063	0.6768	1.1724	0.3619	0.1247	0.5419	0.4593	0.1067	0.0652	0.4448	0.2875	0.1121	0.5269	0.1138	0.2028	0.488	0.322	0.3492	0.4204	0.3161	0.1873	0.1597	0.0986	0.1477	0.5169	0.1151	0.0979	0.17300000000000001	0.1316	0.1777	0.1807	0.2991	0.2565	1.4153	0.512	0.4078	0.3544	0.3665	0.0586	0.1516	0.0851	0.7304	0.2758	0.2739	0.2224	0.5598	0.185	0.3358	0.4661	0.2562	0.0768	0.1171	0.1881
TAG49:1FA14:0	0.3873	0.1258	1.8474	0.1998	0.2262	0.2628	0.1128	0.1004	0.2413	0.0798	0.2224	0.7836	0.0324	0.2306	0.3963	0.4414	0.1197	0.0901	0.1676	0.0709	0.4024	0.3609	0.3764	0.1855	0.1197	0.0296	0.4229	0.1097	0.3276	0.3575	0.4516	0.8982	0.0517	0.1261	0.4427	0.3346	0.9047	0.2235	1.1972	0.9378	0.1852	0.275	0.9859	0.4361	0.0758	0.1692	0.3709	0.1997	0.4854	0.6798	0.1957	0.5781	0.4476	1.0506	0.3919	0.32	0.2	1.4137	0.3427	0.4836	0.9368	0.4716	0.0442	0.0571	1.1912	0.1069	1.1859	2.0495	0.1409	0.1539	0.1354	0.1488	0.0853	0.3356	0.2326	0.306	1.1076	1.6086	0.1716	0.1212	0.5636	0.7595	0.1308	0.0353	0.5368	0.4274	0.1436	0.6404	0.2279	0.3316	0.5928	0.537	0.4251	0.4756	0.3915	0.1939	0.3091	0.087	0.141	0.3034	0.1877	0.231	0.1413	0.1691	0.1857	0.2243	0.1052	0.0833	0.9811	0.3073	0.27	0.37200000000000005	0.1435	0.0447	0.0919	0.0438	0.8984	0.3297	0.42100000000000004	0.1799	0.6236	0.1022	0.43799999999999994	0.998	0.8440000000000001	0.1443	0.105	0.1756
TAG48:0FA14:0	2.4431	1.0121	8.7962	1.1315	2.0377	2.1289	0.5092	0.3987	1.4031	0.3493	1.4742	4.9054	0.134	1.0296	2.325	2.1463	0.3758	0.3414	0.6458	0.2793	1.9613	1.4148	2.8842	0.7442	0.669	0.1535	1.6335	0.8397	1.4848	1.5934	2.1308	3.4884	0.1921	0.5476	3.0947	2.198	5.3273	0.8331	7.8149	6.4057	1.1188	1.6632	4.7903	2.0066	0.2389	0.9596	3.8904	1.9461	2.8279	4.5739	1.0917	4.0481	5.0078	13.0951	1.5862	1.3993	0.9261	8.3429	1.7367	2.6989	5.1423	2.0791	0.1399	0.2069	5.0246	0.6609	7.0702	10.1319	0.5216	0.7513	0.6745	0.6065	0.6808	2.0104	1.2124	1.0838	4.4143	8.0824	1.1031	0.6061	2.1215	3.2248	0.5503	0.1461	2.6808	1.6017	0.5929	4.394	1.7427	3.4216	2.1947	2.5681	2.5852	2.9210000000000003	3.1257	1.6618	1.0869	0.4417	0.6479	1.5873	0.7656	1.0390000000000001	0.7973	0.9879	0.9539	1.3821	0.816	0.2903	4.7967	1.506	1.0523	1.4428	0.7738	0.1498	0.37799999999999995	0.1779	5.8199	2.1809	1.976	1.0082	3.0695	0.3609	2.1084	7.4868	4.9883	0.7073	0.3984	0.9174
FFA(17:0)	18.2065	17.7313	17.0564	15.0038	13.5319	15.6702	18.4049	20.6952	14.2383	14.1715	1012.7360000000001	1219.076	13.7354	15.8558	12.2816	15.1821	27.6161	18.5139	1122.9289999999999	1082.259	18.7498	14.4475	14.6797	15.4839	13.4766	17.7796	16.5626	18.7968	20.8535	20.0227	14.1604	14.4169	22.4067	19.1548	14.2797	15.0067	917.4169	1000.56	13.0445	13.8835	16.0626	18.0098	1254.345	1277.759	1217.3419999999999	1066.87	16.0451	13.0317	14.7075	13.6612	16.5288	14.3423	19.0122	21.1787	15.0753	16.874000000000002	17.6823	14.6744	15.084000000000001	139.1917	17.3911	18.4237	13.7398	18.2505	18.1919	15.9522	17.3907	16.7363	15.7624	15.479000000000001	16.0926	16.0822	18.2236	17.2212	18.752	16.452	18.0727	15.4667	15.6324	14.6784	15.7179	14.843	18.0884	17.3638	18.2799	15.5084	18.585	115.7413	16.047	13.4178	17.1726	15.1992	13.5421	16.3016	18.2533	15.9119	14.7447	14.9125	13.0967	15.1032	20.1718	22.9777	15.5384	15.3478	18.1596	16.5219	14.2537	14.0965	17.0841	17.0911	12.1147	1363.35	15.4544	17.3508	18.0081	17.0231	16.6829	18.9305	1339.339	944.3995	14.8341	16.5439	16.495	15.014000000000001	19.9739	22.2103	16.5996	18.1066
PC(16:0/14:0)	1.4069	1.2208	1.4215	0.9389	2.026	2.2131	0.8316	0.5523	2.9377	1.1652	1.1672	2.5156	0.7211	1.5269	1.5927	1.6176	1.0193	0.8852	1.0861	0.609	2.8915	2.5056	1.3976	0.7321	1.0617	1.1173	1.3032	0.7435	1.1162	1.9173	1.0845	2.0179	1.514	1.6436	1.5267	1.5902	3.4227	2.1668	2.0292	1.8329	2.2917	2.0875	3.0322	1.4939	1.1992	0.9348	1.6022	2.1365	2.5543	4.3954	0.8141	2.0787	1.829	2.0719	1.949	1.8616	1.0388	4.5225	1.1079	2.281	2.9763	4.2593	0.4818	0.81	1.3748	0.5658	2.4282	2.124	1.1047	1.3388	3.5234	2.4007	1.7197	5.0756	1.3786	2.1865	2.7801	3.4957	1.1197	0.8394	1.7697	1.5557	2.1809	0.8590000000000001	1.3584	1.6552	0.8354	1.6638	2.0075	1.6406	2.1246	1.3095	1.5534	1.6809	3.9907	2.7885	0.9645	1.0864	0.7255	0.7262	1.5334	1.1417	0.8068	0.7505	0.8949	1.3967	1.7984	2.2053	2.0505	1.4594	1.0275	1.9931	1.4834	1.4069999999999998	1.2351	0.7511	2.27	2.1771	2.3942	1.1459	1.2323	0.7685	1.8409	3.2256	3.8699	1.508	0.8217	0.9761
TAG49:0FA15:0	0.3757	0.1596	1.7136	0.2037	0.1482	0.133	0.1606	0.0803	0.203	0.0651	0.2153	0.5289	0.0426	0.1692	0.3147	0.2931	0.0868	0.0632	0.0992	0.0645	0.2426	0.23	0.2438	0.1748	0.1217	0.0515	0.3577	0.1665	0.2719	0.2576	0.2763	0.4043	0.0423	0.1026	0.3773	0.3416	0.528	0.1348	0.9993	0.9507	0.1508	0.2366	0.7140000000000001	0.3373	0.0511	0.1944	0.485	0.1536	0.3685	0.5683	0.1682	0.4372	0.373	0.6313	0.3307	0.3061	0.182	1.2085	0.2502	0.2807	0.8614	0.268	0.0308	0.0458	0.7563	0.0866	1.1449	1.6217	0.1051	0.1275	0.1027	0.1291	0.0682	0.3253	0.1932	0.1838	1.0688	1.4463	0.1354	0.1381	0.3247	0.4574	0.1363	0.0424	0.3841	0.3114	0.1024	0.6023	0.2253	0.3455	0.4463	0.488	0.4258	0.4043	0.3372	0.2008	0.2715	0.0969	0.1345	0.2708	0.1616	0.2048	0.1739	0.1705	0.1536	0.1875	0.0978	0.05	0.6148	0.1946	0.2076	0.2863	0.1399	0.0459	0.0813	0.0593	0.8975	0.318	0.2961	0.1809	0.4421	0.0689	0.3578	1.1601	0.6119	0.1513	0.0827	0.1573
TAG54:7FA18:3	4.8022	5.0875	7.8	10.0629	12.5716	4.4566	2.5846	2.7541	2.0989	2.3318	2.8252	4.5656	5.9670000000000005	3.6001	1.3319	1.8012	2.687	2.822	4.4176	6.2696	4.5238	3.4613	4.1345	6.1177	0.9642	0.8438	7.2415	2.5403	1.1764	1.2838	14.618	4.4575	0.9123	2.5667	11.749	8.0309	4.2909	6.6899	4.7383	3.4299	3.5210000000000004	2.2932	2.6824	4.4957	1.3466	1.1537	1.7258	1.1484	2.0878	1.1351	0.9287	1.3836	2.5505	4.1881	1.0727	1.5629	3.2191	0.7127	9.6605	3.9533	1.9659	1.8776	3.628	5.0657	8.5794	3.7137	1.3731	3.3054	2.8110000000000004	2.6561	0.7778	0.7769	1.3392	0.7641	4.4761	1.5624	6.1424	7.5046	3.4329	2.8913	1.6847	3.5532	0.6358	1.3549	2.6862	2.3569999999999998	1.0463	2.3702	0.6361	3.3766	4.0365	1.9972	3.045	2.5032	1.0394	2.4105	2.5976	1.8299	2.0066	2.2065	1.2790000000000001	1.3330000000000002	3.1923	3.6066	2.9839	2.563	1.6211	5.3876	1.6994	1.3222	10.4987	2.4108	8.8023	5.9837	1.6406	1.1986	5.2783	2.2569999999999997	1.0693	1.1457	2.537	1.9357	3.7833	6.3933	1.002	0.4498	2.0836	1.7953
TAG38:0FA12:0	0.1201	0.0391	0.2289	0.1651	0.7357	13.9784	0.0294	0.0328	0.0439	0.0423	0.0465	0.1484	0.0324	0.4648	0.0456	0.048	0.0375	0.0219	0.0347	0.0336	0.0386	0.0442	0.0361	0.0294	0.0933	0.0318	0.0769	0.0491	0.098	0.0811	0.044000000000000004	0.8964	0.0233	0.0317	1.2790000000000001	0.0638	0.1412	0.0315	0.0604	0.3381	0.0325	0.0426	0.0078	0.0078	0.0212	0.0534	0.0787	0.2298	0.0421	0.1617	0.0266	0.0416	2.6544	9.6397	0.0196	0.0302	0.0218	0.6066	0.0412	0.4027	0.4636	0.2092	0.0442	0.0262	2.9136	0.8981	0.3699	0.4978	0.0482	0.0357	0.0357	0.0339	0.044000000000000004	0.0743	0.0303	0.0404	0.1344	0.6112	0.0691	0.06	0.5897	0.0273	0.3099	0.0215	0.16	0.0868	0.031	0.1234	0.028999999999999998	0.0343	0.0783	0.2692	0.1245	0.2152	0.2522	0.0419	0.0156	0.0206	0.0286	0.3439	0.027000000000000003	0.0287	0.0701	0.1305	0.023	0.0244	0.0926	0.0766	2.8893	7.9211	0.0434	0.0707	0.0507	0.0256	0.0362	0.0351	0.1656	0.0861	0.0493	0.0671	0.2865	0.0476	0.0439	0.0641	0.0645	0.0384	0.0325	0.0423
TAG49:0FA18:0	0.4166	0.1431	2.1422	0.1863	0.1797	0.1437	0.0902	0.052000000000000005	0.1855	0.06	0.1589	0.4457	0.0439	0.1622	0.2632	0.2594	0.0631	0.062	0.0804	0.0424	0.2598	0.2289	0.1766	0.1013	0.1157	0.036000000000000004	0.4534	0.1838	0.294	0.2654	0.2666	0.4133	0.0257	0.0553	0.3614	0.28300000000000003	0.4417	0.1049	0.8752	1.0477	0.1294	0.1767	0.6477	0.2397	0.040999999999999995	0.1569	0.4984	0.1183	0.3045	0.6209	0.1447	0.3982	0.3777	0.7542	0.2394	0.2304	0.1529	1.4034	0.1867	0.2328	0.9683	0.2928	0.0363	0.0475	0.9518	0.0735	1.1751	1.5225	0.0927	0.1291	0.1261	0.1497	0.0727	0.3301	0.1464	0.2136	1.0334	1.6806	0.0945	0.1214	0.2965	0.4186	0.1372	0.034	0.4136	0.2703	0.1047	0.5976	0.1522	0.2741	0.4768	0.6388	0.4221	0.4368	0.373	0.21600000000000003	0.1887	0.0528	0.1162	0.254	0.1263	0.1634	0.1739	0.2071	0.1255	0.1589	0.1129	0.0351	0.5584	0.1549	0.15	0.2504	0.1694	0.0394	0.0511	0.0464	0.8516	0.2458	0.263	0.1154	0.4868	0.0571	0.2814	1.1737	0.6112	0.1142	0.0687	0.1535
TAG54:3FA18:1	120.6784	62.5128	243.7792	188.7704	123.8565	84.4295	166.2903	177.9121	59.8951	55.1039	164.8609	199.8766	67.1978	114.7674	143.4738	148.1697	75.6174	86.0005	103.0547	90.8697	81.2264	109.3314	377.7087	312.3178	64.7936	58.5113	123.0359	67.3114	111.6394	69.8085	242.7382	204.5108	105.706	101.5619	169.4623	135.3864	102.2721	160.77100000000002	247.7945	125.2265	60.0564	90.6481	207.165	252.5872	55.6713	99.0866	82.4388	81.3636	102.586	75.9596	127.5382	122.0405	102.7236	475.8139	127.5652	130.1292	76.999	67.8581	161.6209	136.3321	81.5434	46.1662	35.4279	48.6364	171.6354	397.5138	181.3257	253.7927	34.4097	46.9452	21.0229	24.1667	62.0127	52.123000000000005	115.0476	35.3044	218.023	173.9772	99.9525	52.7207	129.7442	213.3043	53.5293	62.6569	61.55	137.0885	77.1546	257.5217	77.0839	55.5664	98.0847	73.2863	61.9698	72.2419	50.2381	107.305	187.1659	85.2833	102.3896	137.2934	55.1487	74.0684	71.6292	40.2097	84.0681	81.5277	248.5267	60.4953	169.9886	93.8368	142.9946	108.0044	73.3117	36.9199	50.3608	52.0112	191.4825	99.9364	90.0333	164.3464	94.9932	62.8779	126.8154	165.6619	74.4481	41.3611	85.9778	148.1371
DAG(14:0/14:0)	0.0368	0.0261	0.0889	0.0237	0.0346	0.0608	0.0074	0.0074	0.0074	0.0074	0.0192	0.0673	0.0219	0.0322	0.0224	0.0246	0.0183	0.0208	0.0213	0.0158	0.0455	0.0309	0.0302	0.0211	0.0236	0.0209	0.0263	0.0191	0.0301	0.022000000000000002	0.0266	0.0747	0.0074	0.0074	0.0539	0.0227	0.0748	0.0179	0.0567	0.0783	0.0285	0.0316	0.0456	0.024	0.0074	0.0074	0.0401	0.0209	0.0374	0.0565	0.0074	0.0074	0.0769	0.1681	0.0074	0.0074	0.018000000000000002	0.1128	0.0198	0.0418	0.0531	0.0428	0.0188	0.0173	0.1255	0.0252	0.0617	0.1068	0.0159	0.027000000000000003	0.0074	0.0074	0.0174	0.0323	0.0183	0.0232	0.0527	0.0919	0.0234	0.0195	0.0337	0.0281	0.0199	0.0148	0.0321	0.0343	0.0193	0.0271	0.0329	0.0532	0.0374	0.0437	0.0352	0.0595	0.0407	0.0272	0.0228	0.0164	0.0074	0.0074	0.0205	0.0231	0.0177	0.0222	0.0226	0.0214	0.0306	0.025	0.0907	0.0492	0.0277	0.0425	0.0074	0.0074	0.0074	0.0074	0.0718	0.0384	0.0297	0.0177	0.0074	0.0074	0.0254	0.0632	0.08800000000000001	0.0202	0.0201	0.0247
TAG48:2FA14:1	2.2908	0.9985	5.7938	1.0258	1.1113	1.7531	1.0724	1.2994	1.7002	0.5876	1.6355	5.4754	0.1526	0.7864	2.694	3.0778	0.8137	0.5641	0.9844	0.4964	2.5017	2.3855	2.9128	1.018	0.698	0.3406	1.5826	0.5372	1.7335	1.9616	2.8094	3.1174	0.5947	1.3737	2.0897	2.1275	6.0325	1.5291	8.7811	4.3903	1.5528	2.3839	5.8812	3.062	0.3837	1.0175	2.6136	1.3652	3.8331	4.1968	1.2492	4.0232	2.8822	4.9666	2.8455	2.1713	1.321	6.9463	1.9982	2.7821	3.1031	2.0329	0.2087	0.2808	2.2106	0.4826	6.0711	9.6478	0.7394	1.1824	0.7581	0.8598	0.8274	2.4362	1.6853	1.5181	4.0941	8.4865	1.2449	0.6178	2.1042	3.7409	0.6192	0.2673	2.3554	1.3673	0.6176	3.4865	1.7477	3.1096	2.4477	1.7211	1.9696	2.0796	1.8478	0.9740000000000001	2.0245	0.7103	0.7921	1.2665	1.0144	1.4043	0.6257	0.4631	1.1353	1.3701	0.9064	0.4634	3.6739	1.5211	1.8493	2.0323	0.4868	0.2198	0.5792	0.4067	5.8824	2.247	4.011	1.9766	2.5980000000000003	0.5396	2.1702	3.9835	5.3814	0.8013	0.4101	0.8340000000000001
