chemID	pval	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.sc.ready.ignor.norm.qc.fillna.h.tsv	/Users/m221138/RA_project/data/filled_qc_data/MLR.clp.sc.ready.ignor.norm.qc.fillna.l.tsv
PE(O18:0/18:2)	error	0.478672727272727	0.395552941176471
PC(18:1/20:2)	error	0.7806	0.644032352941176
TAG49:2FA18:1	error	1.3252	1.04538235294118
PC(18:1/20:4)	error	23.7475	26.0984823529412
TAG47:0FA14:0	error	0.2633	0.137141176470588
TAG52:8FA18:2	error	0.172772727272727	0.1349
FFA(22:6)	error	4.70810909090909	4.72650588235294
TAG47:2FA15:0	error	0.248718181818182	0.147864705882353
TAG48:2FA18:1	error	10.8079090909091	8.19856470588235
TAG55:4FA18:1	error	0.586218181818182	0.534358823529412
TAG52:3FA14:0	error	0.298054545454545	0.269576470588235
TAG46:2FA16:0	error	2.53474545454545	1.25524117647059
